tripduration,start_station_id,start_station_name,end_station_id,end_station_name
251233,122,Burlington Ave at Brookline Ave,35,Arch St at Franklin St
243436,161,W Broadway at D St,186,Congress St at Northern Ave
240844,107,Ames St at Main St,129,Hayes Square - Vine St at Moulton St
231066,212,Maverick Square - Lewis Mall,212,Maverick Square - Lewis Mall
229716,16,Back Bay T Stop - Dartmouth St at Stuart St,30,Brigham Circle - Francis St at Huntington Ave
214461,21,Prudential Center - Belvedere St,179,MIT Vassar St
212255,163,The Lawn on D,197,MLK Blvd at Washington St
207901,24,Seaport Square - Seaport Blvd at Northern Ave,23,Boston City Hall - 28 State St
207516,45,Yawkey Way at Boylston St.,190,Nashua Street at Red Auerbach Way
207158,23,Boston City Hall - 28 State St,22,South Station - 700 Atlantic Ave
202073,134,Boylston St at Dartmouth St,64,Congress St at Sleeper St
197556,47,Cross St at Hanover St,16,Back Bay T Stop - Dartmouth St at Stuart St
191100,107,Ames St at Main St,22,South Station - 700 Atlantic Ave
188607,143,EF - North Point Park,47,Cross St at Hanover St
175205,89,Harvard Law School at Mass Ave / Jarvis St,1,18 Dorrance Warehouse
169127,26,Washington St at Waltham St,26,Washington St at Waltham St
164868,186,Congress St at Northern Ave,146,Murphy Skating Rink - 1880 Day Blvd
164751,146,Murphy Skating Rink - 1880 Day Blvd,31,Seaport Hotel - Congress St at Seaport Ln
163293,50,Boylston St at Berkeley St,42,Boylston St at Arlington St
162829,50,Boylston St at Berkeley St,36,Copley Square - Dartmouth St at Boylston St
158975,150,State Street at Channel Center,98,Warren St at Chelsea St
158271,113,Andrew T Stop - Dorchester Ave at Dexter St,36,Copley Square - Dartmouth St at Boylston St
158082,186,Congress St at Northern Ave,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
156479,146,Murphy Skating Rink - 1880 Day Blvd,150,State Street at Channel Center
152009,47,Cross St at Hanover St,78,Union Square - Somerville
148932,73,Harvard Square at Brattle St / Eliot St,177,University Park
147798,52,Newbury St at Hereford St,21,Prudential Center - Belvedere St
147551,217,Orient Heights T Stop - Bennington St at Saratoga St,217,Orient Heights T Stop - Bennington St at Saratoga St
144636,136,ID Building West,24,Seaport Square - Seaport Blvd at Northern Ave
143939,47,Cross St at Hanover St,135,ID Building East
136213,70,Harvard Kennedy School at Bennett St / Eliot St,78,Union Square - Somerville
136102,96,Cambridge Main Library at Broadway / Trowbridge St,125,Hyde Square - Barbara St at Centre St
135116,151,Surface Rd at India St,1,18 Dorrance Warehouse
134262,47,Cross St at Hanover St,35,Arch St at Franklin St
132376,171,Bunker Hill Community College,74,Harvard Square at Mass Ave/ Dunster
128399,10,B.U. Central - 725 Comm. Ave.,8,Union Square - Brighton Ave at Cambridge St
115612,146,Murphy Skating Rink - 1880 Day Blvd,121,W Broadway at Dorchester St
115377,100,Davis Square,95,Cambridge St - at Columbia St / Webster Ave
112938,81,Boylston St at Washington St,23,Boston City Hall - 28 State St
112357,36,Copley Square - Dartmouth St at Boylston St,33,Kenmore Square
110321,31,Seaport Hotel - Congress St at Seaport Ln,22,South Station - 700 Atlantic Ave
110086,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,184,Sidney Research Campus/ Erie Street at Waverly
108835,110,Harvard University Gund Hall at Quincy St / Kirkland S,179,MIT Vassar St
108529,53,Beacon St at Massachusetts Ave,190,Nashua Street at Red Auerbach Way
105907,73,Harvard Square at Brattle St / Eliot St,140,Danehy Park
104171,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
104138,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
103689,21,Prudential Center - Belvedere St,1,18 Dorrance Warehouse
100688,20,Aquarium T Stop - 200 Atlantic Ave,121,W Broadway at Dorchester St
100642,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd
99663,81,Boylston St at Washington St,21,Prudential Center - Belvedere St
99503,212,Maverick Square - Lewis Mall,217,Orient Heights T Stop - Bennington St at Saratoga St
98808,15,Brighton Mills - 370 Western Ave,15,Brighton Mills - 370 Western Ave
98678,61,Boylston St at Fairfield St,54,Tremont St at West St
95075,15,Brighton Mills - 370 Western Ave,15,Brighton Mills - 370 Western Ave
94679,134,Boylston St at Dartmouth St,22,South Station - 700 Atlantic Ave
94065,61,Boylston St at Fairfield St,16,Back Bay T Stop - Dartmouth St at Stuart St
92995,152,Ink Block - Harrison Ave at Herald St,33,Kenmore Square
92783,4,Tremont St at E Berkeley St,4,Tremont St at E Berkeley St
91164,53,Beacon St at Massachusetts Ave,94,Main St at Austin St
90431,150,State Street at Channel Center,35,Arch St at Franklin St
89238,93,JFK/UMass T Stop,93,JFK/UMass T Stop
87545,174,Washington St at Brock St,174,Washington St at Brock St
87362,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St
87095,212,Maverick Square - Lewis Mall,212,Maverick Square - Lewis Mall
86398,35,Arch St at Franklin St,146,Murphy Skating Rink - 1880 Day Blvd
86083,163,The Lawn on D,163,The Lawn on D
85629,74,Harvard Square at Mass Ave/ Dunster,96,Cambridge Main Library at Broadway / Trowbridge St
85617,74,Harvard Square at Mass Ave/ Dunster,96,Cambridge Main Library at Broadway / Trowbridge St
85289,58,Beacon St at Arlington St,139,Dana Park
85271,58,Beacon St at Arlington St,139,Dana Park
85212,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,42,Boylston St at Arlington St
85093,15,Brighton Mills - 370 Western Ave,15,Brighton Mills - 370 Western Ave
84535,167,Ryan Playground - Dorchester Ave at Harbor View St,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
84278,190,Nashua Street at Red Auerbach Way,22,South Station - 700 Atlantic Ave
83830,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster
83788,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster
83688,26,Washington St at Waltham St,26,Washington St at Waltham St
83588,137,Magoun Square at Trum Field,137,Magoun Square at Trum Field
83580,90,Lechmere Station at Cambridge St / First St,90,Lechmere Station at Cambridge St / First St
83548,15,Brighton Mills - 370 Western Ave,15,Brighton Mills - 370 Western Ave
83519,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,190,Nashua Street at Red Auerbach Way
83318,69,Coolidge Corner - Beacon St @ Centre St,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
83208,29,Innovation Lab - 125 Western Ave at Batten Way,15,Brighton Mills - 370 Western Ave
83197,35,Arch St at Franklin St,81,Boylston St at Washington St
82712,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,49,Stuart St at Charles St
81962,190,Nashua Street at Red Auerbach Way,43,Rowes Wharf at Atlantic Ave
81927,10,B.U. Central - 725 Comm. Ave.,66,Allston Green District - Griggs St at Commonwealth Ave
81857,45,Yawkey Way at Boylston St.,45,Yawkey Way at Boylston St.
81688,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster
81638,45,Yawkey Way at Boylston St.,45,Yawkey Way at Boylston St.
80552,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,56,Dudley Square - Dudley St at Warren St
80435,57,Columbus Ave at Massachusetts Ave,52,Newbury St at Hereford St
80410,94,Main St at Austin St,129,Hayes Square - Vine St at Moulton St
80409,94,Main St at Austin St,129,Hayes Square - Vine St at Moulton St
80401,133,Green Street T Stop - Green St at Amory St,133,Green Street T Stop - Green St at Amory St
80379,169,Edwards Playground - Main St at Eden St,98,Warren St at Chelsea St
79976,212,Maverick Square - Lewis Mall,212,Maverick Square - Lewis Mall
79764,91,One Kendall Square at Hampshire St / Portland St,171,Bunker Hill Community College
78965,81,Boylston St at Washington St,81,Boylston St at Washington St
77930,151,Surface Rd at India St,163,The Lawn on D
77443,31,Seaport Hotel - Congress St at Seaport Ln,121,W Broadway at Dorchester St
77432,22,South Station - 700 Atlantic Ave,50,Boylston St at Berkeley St
77328,45,Yawkey Way at Boylston St.,54,Tremont St at West St
77317,61,Boylston St at Fairfield St,22,South Station - 700 Atlantic Ave
76139,110,Harvard University Gund Hall at Quincy St / Kirkland S,110,Harvard University Gund Hall at Quincy St / Kirkland S
76031,96,Cambridge Main Library at Broadway / Trowbridge St,96,Cambridge Main Library at Broadway / Trowbridge St
75495,146,Murphy Skating Rink - 1880 Day Blvd,54,Tremont St at West St
75473,26,Washington St at Waltham St,26,Washington St at Waltham St
75134,103,JFK Crossing at Harvard St. / Thorndike St.,66,Allston Green District - Griggs St at Commonwealth Ave
74211,55,Boylston St at Massachusetts Ave,16,Back Bay T Stop - Dartmouth St at Stuart St
73972,100,Davis Square,111,Packard Ave / Powderhouse Blvd
73959,100,Davis Square,111,Packard Ave / Powderhouse Blvd
73904,100,Davis Square,111,Packard Ave / Powderhouse Blvd
73487,149,175 N Harvard St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
72798,29,Innovation Lab - 125 Western Ave at Batten Way,1,18 Dorrance Warehouse
72325,137,Magoun Square at Trum Field,137,Magoun Square at Trum Field
72102,217,Orient Heights T Stop - Bennington St at Saratoga St,217,Orient Heights T Stop - Bennington St at Saratoga St
72062,131,Jackson Square T Stop,56,Dudley Square - Dudley St at Warren St
71997,131,Jackson Square T Stop,56,Dudley Square - Dudley St at Warren St
71888,33,Kenmore Square,103,JFK Crossing at Harvard St. / Thorndike St.
71826,22,South Station - 700 Atlantic Ave,130,Upham's Corner
71625,43,Rowes Wharf at Atlantic Ave,43,Rowes Wharf at Atlantic Ave
71339,125,Hyde Square - Barbara St at Centre St,125,Hyde Square - Barbara St at Centre St
70323,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,56,Dudley Square - Dudley St at Warren St
70321,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,56,Dudley Square - Dudley St at Warren St
70023,68,Central Square at Mass Ave / Essex St,90,Lechmere Station at Cambridge St / First St
69441,57,Columbus Ave at Massachusetts Ave,121,W Broadway at Dorchester St
69133,112,Clarendon Hill at Broadway,112,Clarendon Hill at Broadway
68107,17,Soldiers Field Park - 111 Western Ave,8,Union Square - Brighton Ave at Cambridge St
67444,109,TD Garden - West End Park,94,Main St at Austin St
66321,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
65950,60,Charles Circle - Charles St at Cambridge St,33,Kenmore Square
65728,4,Tremont St at E Berkeley St,52,Newbury St at Hereford St
64473,23,Boston City Hall - 28 State St,42,Boylston St at Arlington St
64187,45,Yawkey Way at Boylston St.,35,Arch St at Franklin St
63532,33,Kenmore Square,33,Kenmore Square
63428,146,Murphy Skating Rink - 1880 Day Blvd,192,Purchase St at Pearl St
62931,49,Stuart St at Charles St,190,Nashua Street at Red Auerbach Way
62760,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St
62641,50,Boylston St at Berkeley St,190,Nashua Street at Red Auerbach Way
62376,146,Murphy Skating Rink - 1880 Day Blvd,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
62236,47,Cross St at Hanover St,105,Lower Cambridgeport at Magazine St/Riverside Rd
61859,36,Copley Square - Dartmouth St at Boylston St,36,Copley Square - Dartmouth St at Boylston St
61438,41,Packard's Corner - Commonwealth Ave at Brighton Ave,41,Packard's Corner - Commonwealth Ave at Brighton Ave
61334,92,University of Massachusetts Boston - Integrated Sciences Complex,93,JFK/UMass T Stop
60738,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,79,Beacon St at Washington / Kirkland
59898,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,74,Harvard Square at Mass Ave/ Dunster
59896,49,Stuart St at Charles St,21,Prudential Center - Belvedere St
59817,161,W Broadway at D St,161,W Broadway at D St
59751,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,74,Harvard Square at Mass Ave/ Dunster
59706,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,24,Seaport Square - Seaport Blvd at Northern Ave
59502,66,Allston Green District - Griggs St at Commonwealth Ave,149,175 N Harvard St
58919,92,University of Massachusetts Boston - Integrated Sciences Complex,93,JFK/UMass T Stop
58847,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square
58640,47,Cross St at Hanover St,189,Kendall T
58610,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square
58279,74,Harvard Square at Mass Ave/ Dunster,75,Lafayette Square at Mass Ave / Main St / Columbia St
58125,9,Commonwealth Ave at Buick St,9,Commonwealth Ave at Buick St
58033,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St
57813,163,The Lawn on D,163,The Lawn on D
57465,60,Charles Circle - Charles St at Cambridge St,161,W Broadway at D St
57250,53,Beacon St at Massachusetts Ave,90,Lechmere Station at Cambridge St / First St
57249,53,Beacon St at Massachusetts Ave,90,Lechmere Station at Cambridge St / First St
57134,53,Beacon St at Massachusetts Ave,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
57095,40,Lewis Wharf at Atlantic Ave,40,Lewis Wharf at Atlantic Ave
56957,52,Newbury St at Hereford St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
56912,52,Newbury St at Hereford St,46,Christian Science Plaza - Massachusetts Ave at Westland Ave
56734,42,Boylston St at Arlington St,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
56731,20,Aquarium T Stop - 200 Atlantic Ave,186,Congress St at Northern Ave
56571,23,Boston City Hall - 28 State St,54,Tremont St at West St
56174,42,Boylston St at Arlington St,192,Purchase St at Pearl St
56144,43,Rowes Wharf at Atlantic Ave,43,Rowes Wharf at Atlantic Ave
56006,36,Copley Square - Dartmouth St at Boylston St,136,ID Building West
55385,22,South Station - 700 Atlantic Ave,135,ID Building East
54970,26,Washington St at Waltham St,40,Lewis Wharf at Atlantic Ave
54844,121,W Broadway at Dorchester St,22,South Station - 700 Atlantic Ave
54726,31,Seaport Hotel - Congress St at Seaport Ln,98,Warren St at Chelsea St
54503,121,W Broadway at Dorchester St,186,Congress St at Northern Ave
54155,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,26,Washington St at Waltham St
53985,45,Yawkey Way at Boylston St.,133,Green Street T Stop - Green St at Amory St
53867,22,South Station - 700 Atlantic Ave,26,Washington St at Waltham St
53862,151,Surface Rd at India St,121,W Broadway at Dorchester St
53842,133,Green Street T Stop - Green St at Amory St,133,Green Street T Stop - Green St at Amory St
53352,42,Boylston St at Arlington St,26,Washington St at Waltham St
53183,186,Congress St at Northern Ave,65,Boston Convention and Exhibition Center - Summer St at West Side Dr
53121,57,Columbus Ave at Massachusetts Ave,136,ID Building West
53078,124,Curtis Hall - South St at Centre St,33,Kenmore Square
53076,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,121,W Broadway at Dorchester St
52484,22,South Station - 700 Atlantic Ave,31,Seaport Hotel - Congress St at Seaport Ln
52231,139,Dana Park,80,MIT Stata Center at Vassar St / Main St
52213,45,Yawkey Way at Boylston St.,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
52117,190,Nashua Street at Red Auerbach Way,22,South Station - 700 Atlantic Ave
52081,50,Boylston St at Berkeley St,36,Copley Square - Dartmouth St at Boylston St
52071,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,133,Green Street T Stop - Green St at Amory St
52070,33,Kenmore Square,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St
51916,22,South Station - 700 Atlantic Ave,151,Surface Rd at India St
51858,119,South Boston Library - 646 E Broadway,43,Rowes Wharf at Atlantic Ave
51723,26,Washington St at Waltham St,36,Copley Square - Dartmouth St at Boylston St
51362,151,Surface Rd at India St,22,South Station - 700 Atlantic Ave
51266,98,Warren St at Chelsea St,98,Warren St at Chelsea St
51253,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,24,Seaport Square - Seaport Blvd at Northern Ave
51184,47,Cross St at Hanover St,151,Surface Rd at India St
51135,35,Arch St at Franklin St,22,South Station - 700 Atlantic Ave
51026,48,Post Office Square - Pearl St at Milk St,49,Stuart St at Charles St
50916,22,South Station - 700 Atlantic Ave,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
50898,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,163,The Lawn on D
50652,66,Allston Green District - Griggs St at Commonwealth Ave,96,Cambridge Main Library at Broadway / Trowbridge St
50469,26,Washington St at Waltham St,150,State Street at Channel Center
50391,174,Washington St at Brock St,174,Washington St at Brock St
50321,135,ID Building East,50,Boylston St at Berkeley St
50290,61,Boylston St at Fairfield St,22,South Station - 700 Atlantic Ave
50056,60,Charles Circle - Charles St at Cambridge St,138,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square
49883,26,Washington St at Waltham St,161,W Broadway at D St
49510,98,Warren St at Chelsea St,36,Copley Square - Dartmouth St at Boylston St
49438,23,Boston City Hall - 28 State St,43,Rowes Wharf at Atlantic Ave
49381,33,Kenmore Square,24,Seaport Square - Seaport Blvd at Northern Ave
49014,6,Cambridge St at Joy St,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
48959,214,Airport T Stop - Bremen St at Brooks St,214,Airport T Stop - Bremen St at Brooks St
48734,80,MIT Stata Center at Vassar St / Main St,80,MIT Stata Center at Vassar St / Main St
48455,60,Charles Circle - Charles St at Cambridge St,98,Warren St at Chelsea St
48275,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,52,Newbury St at Hereford St
47768,26,Washington St at Waltham St,25,South End Library - Tremont St at W Newton St
47125,134,Boylston St at Dartmouth St,81,Boylston St at Washington St
47017,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,33,Kenmore Square
46226,61,Boylston St at Fairfield St,61,Boylston St at Fairfield St
46220,61,Boylston St at Fairfield St,61,Boylston St at Fairfield St
45765,161,W Broadway at D St,35,Arch St at Franklin St
45449,173,Savin Hill T Stop - S Sydney St at Bay St,122,Burlington Ave at Brookline Ave
45382,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
45123,150,State Street at Channel Center,22,South Station - 700 Atlantic Ave
44985,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,150,State Street at Channel Center
44697,78,Union Square - Somerville,110,Harvard University Gund Hall at Quincy St / Kirkland S
44512,113,Andrew T Stop - Dorchester Ave at Dexter St,130,Upham's Corner
44491,36,Copley Square - Dartmouth St at Boylston St,16,Back Bay T Stop - Dartmouth St at Stuart St
44389,44,Congress St at North St,107,Ames St at Main St
44113,58,Beacon St at Arlington St,58,Beacon St at Arlington St
44013,60,Charles Circle - Charles St at Cambridge St,177,University Park
42283,120,Charles st and Beacon St,33,Kenmore Square
41851,53,Beacon St at Massachusetts Ave,122,Burlington Ave at Brookline Ave
41770,24,Seaport Square - Seaport Blvd at Northern Ave,186,Congress St at Northern Ave
41707,43,Rowes Wharf at Atlantic Ave,186,Congress St at Northern Ave
41679,20,Aquarium T Stop - 200 Atlantic Ave,20,Aquarium T Stop - 200 Atlantic Ave
41652,89,Harvard Law School at Mass Ave / Jarvis St,89,Harvard Law School at Mass Ave / Jarvis St
41322,60,Charles Circle - Charles St at Cambridge St,36,Copley Square - Dartmouth St at Boylston St
41125,66,Allston Green District - Griggs St at Commonwealth Ave,15,Brighton Mills - 370 Western Ave
41108,49,Stuart St at Charles St,119,South Boston Library - 646 E Broadway
40573,121,W Broadway at Dorchester St,169,Edwards Playground - Main St at Eden St
40213,45,Yawkey Way at Boylston St.,124,Curtis Hall - South St at Centre St
39959,8,Union Square - Brighton Ave at Cambridge St,175,Brighton Center - Washington St at Cambridge St
39955,59,Chinatown Gate Plaza,59,Chinatown Gate Plaza
39656,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,221,Verizon Innovation Hub 10 Ware Street
39528,49,Stuart St at Charles St,66,Allston Green District - Griggs St at Commonwealth Ave
39400,41,Packard's Corner - Commonwealth Ave at Brighton Ave,41,Packard's Corner - Commonwealth Ave at Brighton Ave
39256,190,Nashua Street at Red Auerbach Way,186,Congress St at Northern Ave
39124,49,Stuart St at Charles St,161,W Broadway at D St
38583,216,Glendon St at Condor St,102,Powder House Circle - Nathan Tufts Park
38388,75,Lafayette Square at Mass Ave / Main St / Columbia St,200,Washington St at Melnea Cass Blvd
37850,113,Andrew T Stop - Dorchester Ave at Dexter St,5,Northeastern University - North Parking Lot
37813,61,Boylston St at Fairfield St,163,The Lawn on D
37482,36,Copley Square - Dartmouth St at Boylston St,35,Arch St at Franklin St
37274,33,Kenmore Square,44,Congress St at North St
37253,74,Harvard Square at Mass Ave/ Dunster,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd
35577,19,Park Dr at Buswell St,9,Commonwealth Ave at Buick St
35566,47,Cross St at Hanover St,59,Chinatown Gate Plaza
35518,89,Harvard Law School at Mass Ave / Jarvis St,100,Davis Square
35507,163,The Lawn on D,192,Purchase St at Pearl St
35473,23,Boston City Hall - 28 State St,126,Egleston Square - Atherton St at Washington St
34158,75,Lafayette Square at Mass Ave / Main St / Columbia St,67,MIT at Mass Ave / Amherst St
34069,68,Central Square at Mass Ave / Essex St,58,Beacon St at Arlington St
34031,96,Cambridge Main Library at Broadway / Trowbridge St,91,One Kendall Square at Hampshire St / Portland St
34017,100,Davis Square,114,Teele Square at 239 Holland St
34014,100,Davis Square,114,Teele Square at 239 Holland St
33994,22,South Station - 700 Atlantic Ave,1,18 Dorrance Warehouse
33759,125,Hyde Square - Barbara St at Centre St,133,Green Street T Stop - Green St at Amory St
33726,125,Hyde Square - Barbara St at Centre St,125,Hyde Square - Barbara St at Centre St
33453,45,Yawkey Way at Boylston St.,41,Packard's Corner - Commonwealth Ave at Brighton Ave
33389,60,Charles Circle - Charles St at Cambridge St,79,Beacon St at Washington / Kirkland
33251,45,Yawkey Way at Boylston St.,21,Prudential Center - Belvedere St
33218,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster
32538,98,Warren St at Chelsea St,44,Congress St at North St
32424,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster
32406,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St
32400,21,Prudential Center - Belvedere St,21,Prudential Center - Belvedere St
32344,21,Prudential Center - Belvedere St,21,Prudential Center - Belvedere St
32133,107,Ames St at Main St,60,Charles Circle - Charles St at Cambridge St
32004,26,Washington St at Waltham St,26,Washington St at Waltham St
31881,167,Ryan Playground - Dorchester Ave at Harbor View St,64,Congress St at Sleeper St
31776,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace
31587,129,Hayes Square - Vine St at Moulton St,47,Cross St at Hanover St
31556,146,Murphy Skating Rink - 1880 Day Blvd,64,Congress St at Sleeper St
31463,190,Nashua Street at Red Auerbach Way,113,Andrew T Stop - Dorchester Ave at Dexter St
31088,140,Danehy Park,73,Harvard Square at Brattle St / Eliot St
31046,21,Prudential Center - Belvedere St,21,Prudential Center - Belvedere St
30713,121,W Broadway at Dorchester St,64,Congress St at Sleeper St
30702,73,Harvard Square at Brattle St / Eliot St,74,Harvard Square at Mass Ave/ Dunster
29754,21,Prudential Center - Belvedere St,21,Prudential Center - Belvedere St
29653,119,South Boston Library - 646 E Broadway,119,South Boston Library - 646 E Broadway
29601,21,Prudential Center - Belvedere St,21,Prudential Center - Belvedere St
29301,149,175 N Harvard St,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St
29203,74,Harvard Square at Mass Ave/ Dunster,81,Boylston St at Washington St
29154,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd
29126,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St
29027,202,Grove Hall Library - 41 Geneva Ave,56,Dudley Square - Dudley St at Warren St
28974,151,Surface Rd at India St,161,W Broadway at D St
28936,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,55,Boylston St at Massachusetts Ave
28720,64,Congress St at Sleeper St,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St
28697,121,W Broadway at Dorchester St,64,Congress St at Sleeper St
28682,64,Congress St at Sleeper St,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St
28632,52,Newbury St at Hereford St,196,Roxbury YMCA - Warren St at MLK Blvd
28617,52,Newbury St at Hereford St,196,Roxbury YMCA - Warren St at MLK Blvd
28563,74,Harvard Square at Mass Ave/ Dunster,57,Columbus Ave at Massachusetts Ave
28530,64,Congress St at Sleeper St,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St
28319,177,University Park,177,University Park
28060,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave
27971,89,Harvard Law School at Mass Ave / Jarvis St,89,Harvard Law School at Mass Ave / Jarvis St
27771,193,Brookline Village - Station Street @ MBTA,193,Brookline Village - Station Street @ MBTA
27708,48,Post Office Square - Pearl St at Milk St,44,Congress St at North St
27694,48,Post Office Square - Pearl St at Milk St,44,Congress St at North St
27671,193,Brookline Village - Station Street @ MBTA,193,Brookline Village - Station Street @ MBTA
27599,89,Harvard Law School at Mass Ave / Jarvis St,70,Harvard Kennedy School at Bennett St / Eliot St
